LC NO.,LC 개설일,LC 만기일,LC 결제 금액,제조/판매,ORDER NO.,제지사,품명,평량,SHIPPER,BUYER,QUANTITY,MT,PRICE,AMOUNT,B/L,VESSEL,CTR NO.,CTR EA,환율,ETD,ETA,통관일,수입통관 발행일,수입통관 결제금액,결제일,발주서,계약서,선적서류,"통관서류
(선사 INVOICE)","통관서류
(면장,배차요청서)",원산지,월별 정리,비고,ETD TIMESTAMP,ETA TIMESTAMP,발주일,통관 완료
DP,,,,판,CS-241113.,OPT,NCR,,OPT,청솔특수지,,44.822Mt,$1535.22,"$68,811.56",KMTCLCH5057174,SKY CHALLENGE,CAIU4938137,2X40FT,,1/21,,,,,,,https://drive.google.com/file/d/1smhKvYyKauXv1l9RsK467E_xwwwEiOQL/view?usp=drive_link,https://drive.google.com/file/d/1Bq0sHheUYwha54sKmxCklYkp4TQDuTFf/view?usp=drive_link,,,,24년11월,,,,11/19,FALSE
CAD,,,,판,CS-241114.,SUN PAPER,MG,35/50,ROXCEL,대양트래드,38,21.84Mt,$1091.75,"$23,843.74",POBUTAO241281655,REVERENCE,POLU4504332,1X40FT,"₩1,474.70",1/4,1/3,1/6,1/24,"₩3,582,810.0",1/3,,https://drive.google.com/file/d/16oZ8NPC4F4_2LXpEmSiuu-h318n6_I4A/view?usp=drive_link,https://drive.google.com/file/d/14Fc4NLSMmEh85nAcEku0wiJbNJ0aDdiI/view?usp=drive_link,https://drive.google.com/file/d/1qPZHaPQm9kIMx8kMMdg58Avu4PtPJzlm/view?usp=drive_link,,,24년11월,,,,11/19,FALSE
다이에이통관,,,,판,CS-241115.,SNP,MGP,35,SNP,디케이피,52,22.417Mt,$1190.00,"$26,676.23",SNKO190241103665,DONGJIN CONFIDENT,HLHU8203802,1X40FT,,1/2,1/13,,,,,,https://drive.google.com/file/d/1K4wWjTWVFtUuq0s6R5Lu2ux6e3h3wOTL/view?usp=drive_link,https://drive.google.com/file/d/1CH8__wPOxbytT-T-t_vI9aZC0Yfmjktk/view?usp=drive_link,,,,24년11월,,,,11/20,FALSE
DP,,,,판,CS-241116.,OPT,THERMAL,62,OPT,신도에이스,,3456.0Mt,$13.30,"$45,964.80",KMTCLCH5055172,SKY CHALLENGE,UETU5449737,1X40FT,"₩1,460.90",1/21,1/29,2/3,2/21,"₩6,643,610.0",2/4,,https://drive.google.com/file/d/1ZDGxPe6gZbIJurB8W7rBRazPyNwpU-iw/view?usp=drive_link,https://drive.google.com/file/d/1kzihT5O7AFhwR7fPRtS8GvP1mmUSjAkQ/view?usp=drive_link,https://drive.google.com/file/d/1HUq8kEYhT6azVSYbC158HRF-roVie5KB/view?usp=drive_link,,,24년11월,,,,11/20,FALSE
다이에이통관,,,,판,CS-241117.,OLT,THERMAL,175,OLT,신도에이스,6,3.15Mt,$2497.14,"$7,866.00",GBKKINCL2400061,SAWASDEE RIGEL,FCIU7540865,,,,12/21,,,,,,https://drive.google.com/file/d/1igLmpOlKCOvlTfS-w-qwg34a-VRmdAuD/view?usp=drive_link,https://drive.google.com/file/d/17O8krwtEdhEE-WDmuuOQx3It1QYYAZyY/view?usp=drive_link,,,,24년11월,,,,11/20,FALSE
?,,,,판,CS-241118.,BILLERUD,BLEACHED MG KRAFT,40,BILLERUD,CHISAN,,22.0Mt,,,,,,,,,,,,,,,,,,,,24년11월,,,,11/21,FALSE
CAD,,,,제,CS-241119.,ROXCEL,MG KRAFT,30,ROXCEL,CHISAN,9,6.673Mt,$1252.93,"$8,360.77",JLINC24059194,CONCERTO,TRHU5844955,1X40FT,,12/12,12/12,12/16,12/30,"₩1,271,030.0",,,https://drive.google.com/file/d/1-wJheqBQwkcjME4DP7i9M3voLD1S0nFn/view?usp=drive_link,https://drive.google.com/file/d/1xoubnoUzLUmdC3O0kSbif1f8j12kkN0j/view?usp=drive_link,https://drive.google.com/file/d/1FBGqa5bfd7FOlPbOAo4cX6sPm_OXwvne/view?usp=drive_link,,,24년11월,"12/10 8,360.77(1428.4)",,,11/20,FALSE
DP,,,,판,CS-241120.,SNP,MGI,30,SNP,POSCO 1ST,176,88.213Mt,$1244.52,"$109,782.54",SNKO190241103397,DONGJIN CONFIDENT,SKHU6330410,4X40FT,"₩1,437.00",1/2,1/12,1/13,1/24,"₩16,237,440.0",1/6,,https://drive.google.com/file/d/1eo-1JGA5bffoJhuNHcIDZRVhex_f4cqq/view?usp=drive_link,https://drive.google.com/file/d/1czGyAOvgx3t8stTlETN76VDWc7nx5VFW/view?usp=drive_link,https://drive.google.com/file/d/1hRmdtuprqPI9nKh2wZWaEd1UgQqg0WhY/view?usp=drive_link,,,24년11월,,,,11/22,FALSE
DP,,,,판,CS-241121.,SNP,MGI,30,SNP,POSCO 2ND,112,67.413Mt,$1260.00,"$84,940.38",SNKO190241103397,DONGJIN CONFIDENT,SEKU4433698,3X40FT,"₩1,437.00",1/2,1/12,1/13,1/24,"₩12,408,770.0",1/6,,https://drive.google.com/file/d/18hqAmmmu6OmBQyNctsJX7MZ3EqVmAl09/view?usp=drive_link,https://drive.google.com/file/d/18YABOUHVe5ESbk6-ke0VidyAAbKbb6rX/view?usp=drive_link,https://drive.google.com/file/d/1JxxrmgZhtROacfuHn8A-Yr4dReuQzZ74/view?usp=drive_link,,,24년11월,,,,11/22,FALSE
TT100,,,,판,CS-241122.,HENGFENG,STRAW WRAPPING PAPER,28,HENGFENG,CHISAN,20,12.795Mt,$1505.60,"$19,264.00",DBRDLINC24126005,YA LU JIANG,PDAU2009270,1X20FT,"₩1,468.30",12/17,12/16,12/18,1/24,"₩2,789,860.0",,,https://drive.google.com/file/d/1FbnLqwAwdae1_t-Y1tarjVG75oAuRe6Z/view?usp=drive_link,https://drive.google.com/file/d/1uVBzrma74QOLlM8gVvwnBkyvpccSwf2W/view?usp=drive_link,https://drive.google.com/file/d/1lh0km3av_ZImawE88MoooP_rrIvGxfi1/view?usp=drive_link,,,24년11월,"11/27 5,779.2(1397)
25/4/4 13,484.8(1468.3)",,,11/19,FALSE
M04FQ2412NU00071,12/10,4/14,$82863.75,제,CS-241123.,ASIASYMBOL,WF,70,APRIL FINE PAEPR TRADING,CHISAN,107,110.485Mt,$750.00,"$82,863.75",CAZ0235516,YUE JIANG 88,TGBU6403865,5X40FT,"₩1,459.90",12/24,1/5,1/7,1/24,"₩12,185,940.0",4/14,https://docs.google.com/spreadsheets/d/1cVryWdqossAV_zxQI2q2NiYujT2cd7mCKAGhFX6sJ3k/edit?usp=drive_link,https://drive.google.com/file/d/1XAs0Aiinv2UdrIAAQ5SnWEBB_zbPNsr3/view?usp=drive_link,https://drive.google.com/file/d/1e7xkslF-i5HUn_krG5J3C5IRyjQbfogw/view?usp=drive_link,https://drive.google.com/file/d/1rE2kRmTAaj5rL2Mg_U7BVcFqhJKfnd3n/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00096,12/10,5/15,$47399.25,제,CS-241124.,ASIASYMBOL,COPY,75,APRIL FINE PAEPR TRADING,CHISAN,90,63.199Mt,$750.00,"$47,399.25",CAZ0238108,FU LI 838,ECMU7568134,3X40FT,"₩1,402.60",1/27,2/18,2/21,3/21,"₩6,879,900.0",5/15,https://docs.google.com/spreadsheets/d/1O16n6gdd-SYcH6kiVnlLiP-HINiKKnRCU-jTx9R3wyQ/edit?usp=drive_link,https://drive.google.com/file/d/1czrzSus8sEmbvFntOGcjY8clEeRLLLqA/view?usp=drive_link,https://drive.google.com/file/d/1eepPbEjIHEIDKMWU9WEY8FlVnyecZrUD/view?usp=drive_link,https://drive.google.com/file/d/1U7duaBn2-Hd3b80zYs1C-ClRsSuv21Ky/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00089,12/10,4/14,$50965.50,제,CS-241125.,ASIASYMBOL,COPY,80,APRIL FINE PAEPR TRADING,CHISAN,55,67.954Mt,$750.00,"$50,965.50",CAZ0235961,YUE JIANG 88,PRSU8856435,3X40FT,"₩1,459.90",12/24,1/5,1/7,1/24,"₩7,494,980.0",4/14,https://docs.google.com/spreadsheets/d/1vXp1RvAV3DynFJHdI-gKL6xmwgyjjKF8d2U73gWV0V8/edit?usp=drive_link,https://drive.google.com/file/d/1YeLCrMiAZa8iFVzlSkdMFtBSrUKWnrfC/view?usp=drive_link,https://drive.google.com/file/d/1YS724dcjlIUxnmrU0Tt5hu7ETh39f-aE/view?usp=drive_link,https://drive.google.com/file/d/1U4VWFObFeXBXmsdPX-fgG8ERlKxIGuh6/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00107,12/10,4/22,$16664.70,판,CS-241126.,ASIASYMBOL,COPY,70,APRIL FINE PAEPR TRADING,OKPNC,56,21.365Mt,$780.00,"$16,664.70",CAZ0235960,ZHI HANG,BEAU6081286,1X40FT,"₩1,421.00",12/30,1/12,1/13,1/24,"₩2,434,510.0",4/22,https://docs.google.com/spreadsheets/d/18lqjnV1r-KNqGwvin-5HS6DcMYExj86lc7-nlSfr7lA/edit?usp=drive_link,https://drive.google.com/file/d/1210YKcJVb9GsRvzucjzjXnLJp6b9_r1R/view?usp=drive_link,https://drive.google.com/file/d/1KUJa4u1jKSS8ufXZ6xEjgMXBN7QsjhU7/view?usp=drive_link,https://drive.google.com/file/d/1a8-GKo6KVI5_KIVrSr0DjAfjx5mJzsay/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00114,12/10,4/22,$24907.19,판,CS-241127.,ASIASYMBOL,COPY,70,APRIL FINE PAEPR TRADING,한강인쇄,108,32.347Mt,$770.00,"$24,907.19",CAZ0235932,ZHI HANG,TRLU8828112,2X20FT,"₩1,421.00",12/30,1/12,1/13,1/24,"₩3,638,640.0",4/22,https://docs.google.com/spreadsheets/d/1HhzOfYML5IwEPdOzZc0XYTt5-Y5-RDwAnU00V4SULUQ/edit?usp=drive_link,https://drive.google.com/file/d/1fodV9FJOr_i6I_ALRCgvGuyUH4RpNAzF/view?usp=drive_link,https://drive.google.com/file/d/1pFoPt88nsRvTz0Ue4fD4zxgBma9RLuXb/view?usp=drive_link,https://drive.google.com/file/d/1KNEsrgFol--g5X5v1i8zwFB9UX_svNrL/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
OFFER,,,,판,CS-241128.,OJI,KLB,170,OJI,DONGJU,102,89.158Mt,$445.00,"$39,675.31",NSSLNKHIC25Q0001,STAR SKIPPER,CAAU5372761,4X40FT,,1/25,,,,,,https://docs.google.com/spreadsheets/d/1LsbS8F8M_ZiN-cymEM4xsYTaaqxwPJvY6Dm_8XObgg4/edit?usp=drive_link,https://drive.google.com/file/d/1FZChV2fjUqsMO1HCg-bBlft7KNRlPNDC/view?usp=drive_link,https://drive.google.com/file/d/1-bvuEnXPo_k5sCq0EfKBCKKxsYt5rr0f/view?usp=drive_link,,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00121,12/10,6/5,$118107.00,제,CS-241129.,ASIASYMBOL,WF,90,APRIL FINE PAEPR TRADING,CHISAN,146,157.476Mt,$750.00,"$118,107.00",CAZ0239621,SUI DE YANG,CMAU6672455,7X40FT,"₩1,426.60",2/24,3/9,3/10,3/24,"₩17,172,520.0",6/5,https://docs.google.com/spreadsheets/d/1E5Wlb22u5z4OlFG6RIy3lFGq2fub_a8vNoo4_7uJyMs/edit?usp=drive_link,https://drive.google.com/file/d/1cZYXRjujSMWlgkgJyaLlvr1hZufS-kvy/view?usp=drive_link,https://drive.google.com/file/d/1ramWJqEoM_ti5_zSkpCUSo21mzIMm6ow/view?usp=drive_link,https://drive.google.com/file/d/1eo1ap3uDIS2WZg2wWoWhNZ9fT0t5vmjI/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00139,12/11,5/26,$91488.00,제,CS-241130.,ASIASYMBOL,WF,90,APRIL FINE PAEPR TRADING,CHISAN,116,121.984Mt,$750.00,"$91,488.00",MAEU249446077,MING YANG 628,CAAU7605728,6X40FT,"₩1,369.00",2/11,2/21,2/21,3/21,"₩13,279,300.0",5/26,https://docs.google.com/spreadsheets/d/1uf82wGrMMkv7EMUHtbyjbEMkx1cXLA-ZJmyiEiesXQg/edit?usp=drive_link,https://drive.google.com/file/d/1xbWBS9f2eT_oaTlQQM5u01v-E-T3jzUl/view?usp=drive_link,https://drive.google.com/file/d/14KqJRuxRg7kcxtNt5u5W2OrD-E4buKTO/view?usp=drive_link,https://drive.google.com/file/d/1dPFH12tRalzqii-6acSXggOYX9jkNsI1/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00025,12/10,4/3,$48507.00,판,CS-241131.,CHUNGHWA,WF,95,CHUNGHWA,CHISAN,47,64.676Mt,$750.00,"$48,507.00",EGLV003401796392,EVER CLEVER,EGSU1396187,3X40FT,"₩1,417.80",1/1,1/3,1/6,1/24,"₩7,177,970.0",4/3,https://docs.google.com/spreadsheets/d/1KJhd-TbiJI4pPwulnerXg2M03UnbDmNe62mLAN8h-uk/edit?usp=drive_link,https://drive.google.com/file/d/1Q-2qLReAGwQPdvwE4Ty4a4Tq5eH1WKJd/view?usp=drive_link,https://drive.google.com/file/d/1wKMBw5Lf5Ms39Iq2RHXjnPQSZ5yAzMB1/view?usp=drive_link,https://drive.google.com/file/d/1TynGw9ScsudIlocLjoFPl4iLhBzg9MEZ/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00032,12/10,4/3,$33458.25,판,CS-241132.,CHUNGHWA,WF,90,CHUNGHWA,CHISAN,31,44.611Mt,$750.00,"$33,458.25",EGLV003401796383,EVER CLEVER,ESGU9287937,2X40FT,"₩1,417.80",1/1,1/3,1/6,1/24,"₩4,950,050.0",4/3,https://docs.google.com/spreadsheets/d/1c3Oqewihr6LJ86TtQoue8JBumwN689ewiPW0PzTAMiE/edit?usp=drive_link,https://drive.google.com/file/d/1YXfHKWNrz0PBak0Nl_u4toy9kQpaOem6/view?usp=drive_link,https://drive.google.com/file/d/1MIxt6g0iByzskE6xGmA_nm7k8Egl3aN5/view?usp=drive_link,https://drive.google.com/file/d/1_1bB-eKB6Y1lUXRbfR90YjP6SCo5X8WC/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00040,12/10,3/20,$52768.10,판,CS-241133.,CHUNGHWA,WF,67,CHUNGHWA,CHISAN,121,68.53Mt,$770.00,"$52,768.10",EGLV003401762764,EVER CAST,ESGU9312310,3X40FT,1459.8,12/19,12/24,12/26,1/24,"₩7,632,700.0",3/20,https://docs.google.com/spreadsheets/d/1180-09DmNX497UBFy_K9Tm72FA1hG5I-gfaidJl4_Po/edit?usp=drive_link,https://drive.google.com/file/d/1Q9yuormLagUhDbC2lcTAt3EYrxvtPVe5/view?usp=drive_link,https://drive.google.com/file/d/1--LaOhzfGlZOUfF8SUNT-_fqn9i-ve3d/view?usp=drive_link,https://drive.google.com/file/d/1q-UwoMc6XsMQi3Njc4MCLg6Fo9-01UoU/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2411NU00178,11/28,4/8,$37681.35,판,CS-241134.,APP,UWK,117,BOHUI,CHISAN,47,44.331Mt,$850.00,"$37,681.35",KMTCTAO7775813,STAR CLIPPER,SEGU6581576,2X40FT,"₩1,468.30",12/29,1/7,1/13,1/24,"₩5,528,550.0",4/8,,https://drive.google.com/file/d/1uW0G-P85nlT0EUD1lhEkF0_CGjsWtaun/view?usp=drive_link,https://drive.google.com/file/d/1SrVIFDbfKurjLo_yv9V5EIbz-nUNOLHg/view?usp=drive_link,https://drive.google.com/file/d/112KLEb54fVBQAGZC4NRCFhU5K60xbdpT/view?usp=drive_link,,,24년11월,,,,11/22,FALSE
M04FQ2411NU00160,11/28,5/6,$25690.72,판,CS-241135.,APP,C2S,157/180/200/,GOLDEAST,CHISAN,,32.936Mt,$780.02,"$25,690.72",SITGYPIN059907,SITC JIADE,SITU2844482,2X20FT,"₩1,426.60",1/19,1/25,1/31,2/21,"₩3,708,760.0",5/2,,https://drive.google.com/file/d/1Eo9tNUZFm9N5RPH9N9D2uXVRZEdbLGM8/view?usp=drive_link,https://drive.google.com/file/d/1utyBAbiHlKO57lM4mi1AmLC-MX-Z3yUz/view?usp=drive_link,https://drive.google.com/file/d/14-DAtQarXzEPnV8RoERyIRztB-50eSkc/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2411NU00153,11/28,4/9,$17740.62,판,CS-241136.,APP,FBB,295,GOLDEAST,CHISAN,47,21.902Mt,$810.00,"$17,740.62",SITGQIIN060242,SITC CHANGDE,TIIU5571959,1X40FT,"₩1,468.30",12/31,1/5,1/8,1/24,"₩2,608,930.0",4/9,https://docs.google.com/spreadsheets/d/1MU1_rBN6YNci7G3hAeP30I2TKKHxKyBDqXLpzQNHTO0/edit?usp=drive_link,https://drive.google.com/file/d/10RkRIXm55DvuC4_9yf7MTZ4CTnvXRucU/view?usp=drive_link,https://drive.google.com/file/d/1AnVa_JD51kwMD6wynRNI6kBTvkWPE_PM/view?usp=drive_link,https://drive.google.com/file/d/1gLY_wz03bmFqHrSnLN3AwsFfqksbya4X/view?usp=drive_link,,,24년11월,,,,11/27,FALSE
M04FQ2411NU00185,11/28,6/2,$41677.02,판,CS-241137.,CPC,KRAFT,60/70,MARUBENI,CHISAN/케이더블유씨,56,42.966Mt,$970.00,"$41,677.02",KMTCSEN0015847,SUNNY PALM,BMOU6919352,2X40FT,"₩1,426.60",2/19,2/25,2/26,3/21,"₩6,008,400.0",6/2,,https://drive.google.com/file/d/1Go1J0cigrVT4M04uqi2GUuXK3ClWBD1g/view?usp=drive_link,https://drive.google.com/file/d/1tRlPeHcvcHkOpIPN__HObfudU2TRNDki/view?usp=drive_link,https://drive.google.com/file/d/1lCduH27TUnstY3UwUuz7YXlIisZuKFXb/view?usp=drive_link,,,24년11월,,,,11/1,FALSE
M04FQ2412NU00018,12/10,4/21,$24763.20,제,CS-241138.,CHUNGHWA,NCR,47,CHUNGHWA,CHISAN,16,22.512Mt,$1100.00,"$24,763.20",EGLV003500008392,EVER BIRTH,EGSU9290519,1X40FT,"₩1,421.00",1/17,1/20,1/21,2/21,"₩3,635,160.0",4/21,,https://drive.google.com/file/d/1sgtLWJi7T-xOkAnYxVtvUkapKBT5bqj3/view?usp=drive_link,https://drive.google.com/file/d/1WMNTJ9G93NmHycC6i6va5i-Wc6TVdrY3/view?usp=drive_link,https://drive.google.com/file/d/1Co93_H7uwL4Iu_H4t34EuDr888MoAxEJ/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00057,12/10,4/3,$17036.25,판,CS-241139.,CHUNGHWA,WF,75,CHUNGHWA,CHISAN,52,22.125Mt,$770.00,"$17,036.25",EGLV003401762802,EVER CLEVER,EMCU8310587,1X40FT,"₩1,426.60",1/1,1/3,1/6,1/24,"₩2,520,190.0",4/3,,https://drive.google.com/file/d/1KHpmcMkErZdWr9EN9cXT9hcryoWbH2bm/view?usp=drive_link,https://drive.google.com/file/d/1Md6M-cTPzhJtBEy-72Ayh_ke1d2MYkNf/view?usp=drive_link,https://drive.google.com/file/d/1K2RGEKd0hKHdCd3mkf2svgtZZsZLsWLi/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
M04FQ2412NU00064,12/10,4/3,$50819.31,제,CS-241140.,CHUNGHWA,WF,90,CHUNGHWA,CHISAN,134,65.936Mt,$770.74,"$50,819.31",EGLV003401796324,EVER CLEVER,BSIU8399358,3X40FT,"₩1,426.60",1/1,1/3,1/6,1/24,"₩7,518,010.0",4/3,,https://drive.google.com/file/d/1O4slREoec8Xs7Xj23PfKXCtsu2IexyAv/view?usp=drive_link,https://drive.google.com/file/d/1E7v3uT6eLFqwMpn8g9zrb-Z_ku9xF5Pm/view?usp=drive_link,https://drive.google.com/file/d/15KJiepy2XyUob7imTiVCSRRcuc7JCKDA/view?usp=drive_link,,,24년11월,,,,11/26,FALSE
OFFER,,,,판,CS-241201.,OPT,NCR,,OPT,청솔특수지,,11.636Mt,$1583.97,"$18,431.06",KMTCLCH5073910,SKY RAINBOW,SEGU1869030,1X20FT,,2/14,2/22,,,,,https://docs.google.com/spreadsheets/d/11u6ONnwMURRMja8s5rv0MSgPDzatMOf4ubCMhoJNiVY/edit?usp=drive_link,https://drive.google.com/file/d/1A9EbEmmhZpN7pzGwiWVOQDaqxcMWylQb/view?usp=drive_link,,,,,24년12월,,,,12/4,FALSE
DP,,,,제,CS-241202.,LINTEC,WHITE GP,50,LINTEC,CHISAN,91,22.226Mt,$1785.03,"$39,674.12",HB250200058,TY INCHEON,TEMU8532026,1X40FT,"₩1,476.70",2/6,2/12,2/18,3/21,"₩5,813,120.0",2/18,https://docs.google.com/spreadsheets/d/1h7vxIGer_VgcfGsMrK3kekSIRlvc7H9wu32kmeQMjlY/edit?usp=drive_link,https://drive.google.com/file/d/1LHliyDY1jOsBDPMQfGq9xd9yhxTPNR38/view?usp=drive_link,https://drive.google.com/file/d/1rg8cMfn8xsAy8pejN07e52dIr1x-JeLP/view?usp=drive_link,https://drive.google.com/file/d/15X81K6JpKyod6Rv67PWE4269i_3YOTTf/view?usp=drive_link,,,24년12월,,,,12/6,FALSE
DP,,,,제,CS-241203.,LINTEC,BROWN GP,50,LINTEC,CHISAN,175,44.076Mt,$1785.00,"$78,675.66",HB250200036,SKY VICTORIA,TXGU6747007,2X40FT,"₩1,435.00",2/2,2/6,2/10,2/21,"₩11,563,300.0",,https://docs.google.com/spreadsheets/d/1mbP42virjodRn1ubOIyppW4IGjcNqMbArXinJG0CETE/edit?usp=drive_link,https://drive.google.com/file/d/1hH23QmJz2FLxParNXRBFwyIt9UTal2HP/view?usp=drive_link,https://drive.google.com/file/d/16oe5s5m2qEM2rdrl_P90gFnqOemXTc5c/view?usp=drive_link,https://drive.google.com/file/d/1EWlwicdOhVPCXNYYQrm85rJxnWpLeoJ-/view?usp=drive_link,,,24년12월,,,,12/6,FALSE
TT30,,,,제,CS-241204.,CPC,WF,64,EBS,CHISAN,37,46.172Mt,$860.01,"$39,708.35",HASLJ03250200033,GLOBAL NUBIRA,TEMU8330806,2X40FT,,2/24,2/27,2/27,3/21,"₩5,469,570.0",,https://docs.google.com/spreadsheets/d/1pZNmsvqc9kUFmCYjvN2QJM7-HxOtEXYl4NHgGWtCkmI/edit?usp=drive_link,https://drive.google.com/file/d/14jRSr9UiH2OBlGLBMrd9XjwnfsRHa9py/view?usp=drive_link,https://drive.google.com/file/d/1jsdOWkGxdypq2rcqd9lTl7EJWP3fdzn2/view?usp=drive_link,https://drive.google.com/file/d/1tPaMXXBta349EhSrnu8q158k2DSkhyz0/view?usp=drive_link,,,24년12월,"12/31 11,607.1(1474.2)
2/5  28,010.91(1435)",,,12/13,FALSE
OFFER,,,,판,CS-241205.,VISY,KLB,170/300,VISY,DONGJU,,,,,,,,,,,,,,,,,,,,,,24년12월,,,,12/11,FALSE
DP,,,,제,CS-241206.,HOKUETSU,MG,30/35,HOKUETSU,CHISAN,50,44.088Mt,$1110.00,"$48,937.68",HB250200095,ATLANTIC EAST,GAOU6007024,2X40FT,"₩1,458.80",2/23,2/28,3/6,3/21,"₩7,121,020.0",3/11,https://docs.google.com/spreadsheets/d/1YZeNMJ1u1el_vl_T_GEi4yy_CFholca4bVwAWhOs38I/edit?usp=drive_link,https://drive.google.com/file/d/1cbI6jHb2MPsiNUCae7mUR4UPWGfmJJ3X/view?usp=drive_link,https://drive.google.com/file/d/1CmZkkHF7eftjQ6mK-XbjDO6tumBaxKEp/view?usp=drive_link,https://drive.google.com/file/d/1OlwIGNC6m4wTgnsNpdQVgtHOP41_94-L/view?usp=drive_link,,,24년12월,,,,12/12,FALSE
DP,,,,제,CS-241207.,HOKUETSU,WF,52.3,HOKUETSU,CHISAN,52,44.876Mt,$960.00,"$43,080.96",113042063132,SKY MOON,TXGU6069487,2X40FT,"₩1,433.50",2/26,3/6,3/10,3/21,"₩6,263,880.0",3/6,https://docs.google.com/spreadsheets/d/1-S5vcRMc0iWAVBvUkyVkeKywiZkA3h4Z9s_gJqTm8RA/edit?usp=drive_link,https://drive.google.com/file/d/1rVd79lhh7fRs1BpvDpcJwBBTK5GGolst/view?usp=drive_link,https://drive.google.com/file/d/14_UiLC5kkcVSN2v3tAJgf0Kvdncb3eXh/view?usp=drive_link,https://drive.google.com/file/d/1yq16Hm9bbffQzhRBFMGjlq5u36azWv9w/view?usp=drive_link,,,24년12월,,,,12/12,FALSE
DP,,,,제,CS-241208.,NPI,FORM BOND,80,NPI,CHISAN,51,63.58Mt,$870.00,"$55,314.60",KMTCIWK0048445,WECAN 2508W,FCIU7180394,3X40FT,"₩1,433.50",2/28,3/8,3/10,3/21,"₩8,204,700.0",3/6,https://docs.google.com/spreadsheets/d/19VtBBWzfgXXvYBDgOW7Jv99dHgrhaF8I7unpougqVqw/edit?usp=drive_link,https://drive.google.com/file/d/1PtkPiMhX5Yw1q1ydyUaSVj1TDGDJamvQ/view?usp=drive_link,https://drive.google.com/file/d/16pOjk8o8Xie8OM7POxQvSg1Y3yp0Jf1v/view?usp=drive_link,https://drive.google.com/file/d/1OQz0-wl7cwu65f6B8exP2lho53_Sv3ZQ/view?usp=drive_link,,,24년12월,,,,12/12,FALSE
M04FQ2412NU00153,12/20,5/29,$46467.36,제,CS-241209.,YUEYANG,WF,75,ROXCEL,CHISAN,57,67.344Mt,$690.00,"$46,467.36",MAEU250631948,XIANG SHUI,TGHU9762107,3X40FT,"₩1,383.00",3/5,3/24,3/26,4/21,"₩6,879,060.0",5/29,https://docs.google.com/spreadsheets/d/18RAt-4WwYrwFsmawLheoE19TR1IzTUCfOBF0FvzdeHo/edit?usp=drive_link,https://drive.google.com/file/d/1KN-yjq1LeRyoOertzCUqq2W4NzVqUJ2Y/view?usp=drive_link,https://drive.google.com/file/d/18MRVtG3OwUJBq2BpSstlwHtZ38l1tI1F/view?usp=drive_link,https://drive.google.com/file/d/1opbVkB12K2JwVKOtN9odZf4z1Qp7iasG/view?usp=drive_link,,,24년12월,,,,12/13,FALSE
M04FQ2412NU00160,12/20,4/14,$51024.48,판,CS-241210.,ASIASYMBOL,FBB,295,APRIL FINE PAEPR TRADING,CHISAN,296,65.416Mt,$780.00,"$51,024.48",SPGRZHPTK019580,RIZHAO ORIENT,LYGU4027928,3X40FT,"₩1,459.90",12/27,12/28,12/30,1/24,"₩7,454,560.0",4/14,,,https://drive.google.com/file/d/10divkzggp2KgdTiaPfevdyol29aNU_3e/view?usp=drive_link,https://drive.google.com/file/d/1Qs6s_Pmpl2hMHyYERFH9dSHb7TsRNVuq/view?usp=drive_link,,,24년12월,,,,12/13,FALSE
DP,,,,판,CS-241211.,OPT,NCR,,OPT,CHISAN,,44.36Mt,$1536.99,"$68,180.99",KMTCLCH5077905,SKY RAINBOW,SEKU5216784,2X40FT,"₩1,431.00",2/14,2/22,2/25,3/21,"₩9,939,750.0",,,https://drive.google.com/file/d/1hD5Ilpa6m7mGSfWw6Oe5asOKsrDjEHni/view?usp=drive_link,https://drive.google.com/file/d/16vUJqGiAcnq3IESWSMCh9ORUtuNI3mWf/view?usp=drive_link,https://drive.google.com/file/d/12NKDniVJuZV_D4Ps_CrzDT9S7HkLCHW6/view?usp=drive_link,,,24년12월,,,,12/18,FALSE
DP,,,,판,CS-241212.,OPT,NCR,,OPT,청솔특수지,,44.185Mt,$1559.96,"$68,927.04",KMTCLCH5093524,POS SINGAPORE,,,,2/23,3/2,,,,,,https://drive.google.com/file/d/1InHARhj1rBQPXQGOtDouAly7u3Loq3s6/view?usp=drive_link,,,,,24년12월,,,,12/18,FALSE
